ddn_6_indel,ddn_W20!,ddn_G34E__Rv3249c_G206S,ddn_G34R,ddn_P45L,ddn_L49P,ddn_Y65S,ddn_W88!,ddn_91_indel,ddn_W139!,ddn_362_indel,fbiA_g-75c,fbiA_S35A,fbiA_G71G,fbiA_H183Q,fbiA_S184T,fbiA_G248G,fbiA_R321S,fbiC_A594S,Rv3249c_A17A,LINEAGE,SITEID,UNIQUEID,PLATEDESIGN,LOG2MIC,UPLOG2MIC,cluster12,cluster25,cluster50,cluster100
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,site.06.subj.06TB_1541.lab.06MIL2820.iso.1,UKMYC6,-5.06,-4.06,6020,6020,6020,1504
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0413.lab.235101-15.iso.1,UKMYC5,-9.97,-6.06,6571,6571,6571,3285
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.DS-157.lab.IML-01242.iso.1,UKMYC6,-9.97,-6.97,6949,6949,6949,3474
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.02TB2404.lab.25907.iso.1,UKMYC5,-9.97,-6.06,3820,3820,592,4750
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,site.08.subj.24TB-084.lab.2278.iso.1,UKMYC5,-9.97,-6.06,1987,3976,1139,2279
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14,site.14.subj.4261.lab.4261.iso.1,UKMYC5,-9.97,-6.06,960,879,322,845
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20,site.20.subj.SCH8490205.lab.YA00134939.iso.1,UKMYC6,-6.97,-6.06,75,481,802,512
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.02TB1663.lab.21100.iso.1,UKMYC6,-9.97,-6.97,1064,2129,1100,1100
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,site.06.subj.A43715.lab.06MIL1313.iso.1,UKMYC5,-9.97,-6.06,203,816,149,2412
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14,site.14.subj.3295.lab.3295.iso.1,UKMYC6,-9.97,-6.97,1453,5818,5818,258
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0979.lab.22A219.iso.1,UKMYC5,-9.97,-6.06,6694,1069,1365,340
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PSLM-0774.lab.SLM-029.iso.1,UKMYC5,-9.97,-6.06,204,457,497,221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0193.lab.2013221353.iso.1,UKMYC5,-9.97,-6.06,6579,6579,6579,3289
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.BOR-4865-16.lab.4865-16.iso.1,UKMYC5,-9.97,-6.06,494,947,106,211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.T4486.lab.IML-00060.iso.1,UKMYC6,-9.97,-6.97,7540,471,1417,211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.DR-177.lab.IML-01133.iso.1,UKMYC6,-9.97,-6.97,9985,4992,4992,18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.GB-90140030.lab.IML-02005.iso.1,UKMYC6,-9.97,-6.97,10070,5034,5034,155
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,site.03.subj.GB-83140118.lab.83140118.iso.1,UKMYC6,-9.97,-6.97,7585,7585,3792,3792
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PTAN-0124.lab.TAN-375.iso.1,UKMYC5,-9.97,-6.06,126,511,94,221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.GB-82810059.lab.82810059.iso.1,UKMYC6,-9.97,-6.97,9144,2285,2285,2285
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.02TB1671.lab.20414.iso.1,UKMYC6,-9.97,-6.97,1064,2129,1100,1100
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.05TB33019.lab.1952.iso.1,UKMYC6,-9.97,-6.97,8932,2232,2232,852
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,site.05.subj.LS-0559.lab.LS-09581-18.iso.1,UKMYC6,-6.97,-6.06,321,2144,1312,1200
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.02TB2416.lab.26341.iso.1,UKMYC5,-9.97,-6.06,7168,7168,130,2104
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PMOP-0578.lab.MOP-122.iso.1,UKMYC5,-9.97,-6.06,7498,7498,1873,1873
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.TRL0065220.lab.TRL0065220.iso.1,UKMYC5,-9.97,-6.06,6986,6986,6986,152
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.YA00058783.lab.YA00058783.iso.1,UKMYC5,-9.97,-6.06,4290,1231,1231,598
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PTAN-0287.lab.TAN-673.iso.1,UKMYC5,-9.97,-6.06,4661,1164,1164,2329
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.CA-0113.lab.CO-07655-18.iso.1,UKMYC6,-9.97,-6.97,885,1772,1421,1196
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,site.04.subj.00884.lab.714267.iso.1,UKMYC5,-9.97,-6.06,5736,5736,5736,503
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.02TB2393.lab.25883.iso.1,UKMYC5,-9.97,-6.06,227,376,1508,147
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,site.06.subj.06TB_0953.lab.06MIL1948.iso.2,UKMYC6,-6.06,-5.06,3284,3284,3284,22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.GB-94330052.lab.IML-01925.iso.1,UKMYC6,-9.97,-6.97,10298,2184,1570,3141
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20,site.20.subj.SA00658296.lab.YA00133020.iso.1,UKMYC6,-6.97,-6.06,1534,1534,3069,619
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,site.04.subj.01047.lab.717847.iso.1,UKMYC5,0.0,3.0,5786,5786,5786,2892
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.GB-93530001.lab.IML-01856.iso.1,UKMYC6,-6.97,-6.06,928,368,360,959
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,site.06.subj.SSM_0197-R.lab.06MIL0117.iso.1,UKMYC5,-9.97,-6.06,3788,3788,3788,3788
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,site.06.subj.06TB_0839.lab.06MIL1786.iso.1,UKMYC6,-4.06,-3.06,4142,4142,2070,2070
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,site.04.subj.00987.lab.717126.iso.1,UKMYC5,-6.06,-5.06,5569,5569,5569,2784
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14,site.14.subj.2515.lab.2515.iso.1,UKMYC6,-6.97,-6.06,3688,3688,247,186
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PMOP-0541.lab.MOP-069.iso.1,UKMYC5,-9.97,-6.06,10500,907,187,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.YA00105877.lab.YA00105877.iso.1,UKMYC6,-6.06,-5.06,2806,2806,2806,152
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14,site.14.subj.4252.lab.4252.iso.1,UKMYC5,-9.97,-6.06,1359,1362,1362,149
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,site.04.subj.00972.lab.715681.iso.1,UKMYC5,-9.97,-6.06,8831,4415,2971,238
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.1094.lab.2013185279.iso.1,UKMYC5,-9.97,-6.06,7613,7613,3806,3806
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,site.10.subj.YA00029571.lab.YA00029571.iso.1,UKMYC5,-9.97,-6.06,2307,576,1154,1154
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0279.lab.2014234027.iso.1,UKMYC5,-9.97,-6.06,10111,5055,5055,2527
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.KGZ-5296-2018.lab.5296-2018.iso.1,UKMYC6,-9.97,-6.97,8048,8048,77,611
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LS-1051.lab.MA-02432-18.iso.1,UKMYC6,-9.97,-6.97,1268,247,1700,1068
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,site.04.subj.00617.lab.714316.iso.1,UKMYC5,-6.06,-5.06,10193,7702,800,344
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PMFR-0731.lab.MFR-220.iso.1,UKMYC5,-9.97,-6.06,1336,1027,94,221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,site.08.subj.24TB-031.lab.2103.iso.1,UKMYC5,-9.97,-6.06,982,1966,639,319
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,site.06.subj.06TB_1068.lab.06MIL2188.iso.1,UKMYC6,-6.97,-6.06,2326,63,1312,1200
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PMK-0946.lab.MK-0608.iso.1,UKMYC5,-9.97,-6.06,126,511,94,221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,site.04.subj.00448.lab.T-4202.iso.1,UKMYC5,-5.06,-4.06,5572,3665,457,2142
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,site.10.subj.YA00046936.lab.YA00046936.iso.1,UKMYC5,-9.97,-6.06,3,176,766,1352
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0078.lab.22A030.iso.1,UKMYC5,-9.97,-6.06,9401,506,550,550
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LS-0746.lab.MA-02940-18.iso.1,UKMYC6,-9.97,-6.97,7608,7608,816,139
